date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
2007-10-17,Russia,England,2,1,UEFA Euro qualification,Moscow,Russia,FALSE,data/international_results/results.csv
2007-11-16,Austria,England,0,1,Friendly,Vienna,Austria,FALSE,data/international_results/results.csv
2007-11-17,Argentina,Bolivia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2007-11-20,Colombia,Argentina,2,1,FIFA World Cup qualification,Bogotá,Colombia,FALSE,data/international_results/results.csv
2007-11-21,England,Croatia,2,3,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2008-02-06,England,Switzerland,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2008-03-26,Egypt,Argentina,0,2,Friendly,Cairo,Egypt,FALSE,data/international_results/results.csv
2008-03-26,France,England,1,0,Friendly,Saint-Denis,France,FALSE,data/international_results/results.csv
2008-05-24,Catalonia,Argentina,0,1,Friendly,Barcelona,Spain,FALSE,data/international_results/results.csv
2008-05-28,England,United States,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
2008-06-01,Trinidad and Tobago,England,0,3,Friendly,Port of Spain,Trinidad and Tobago,FALSE,data/international_results/results.csv
2008-06-04,Mexico,Argentina,1,4,Friendly,San Diego,United States,TRUE,data/international_results/results.csv
2008-06-08,United States,Argentina,0,0,Friendly,East Rutherford,United States,FALSE,data/international_results/results.csv
2008-06-15,Argentina,Ecuador,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2008-06-18,Brazil,Argentina,0,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE,data/international_results/results.csv
2008-08-20,Belarus,Argentina,0,0,Friendly,Minsk,Belarus,FALSE,data/international_results/results.csv
2008-08-20,England,Czech Republic,2,2,Friendly,London,England,FALSE,data/international_results/results.csv
2008-09-06,Andorra,England,0,2,FIFA World Cup qualification,Barcelona,Spain,TRUE,data/international_results/results.csv
2008-09-06,Argentina,Paraguay,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2008-09-10,Croatia,England,1,4,FIFA World Cup qualification,Zagreb,Croatia,FALSE,data/international_results/results.csv
2008-09-10,Peru,Argentina,1,1,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
2008-10-11,Argentina,Uruguay,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2008-10-11,England,Kazakhstan,5,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2008-10-15,Belarus,England,1,3,FIFA World Cup qualification,Minsk,Belarus,FALSE,data/international_results/results.csv
2008-10-15,Chile,Argentina,1,0,FIFA World Cup qualification,Santiago,Chile,FALSE,data/international_results/results.csv
2008-11-19,Germany,England,1,2,Friendly,Berlin,Germany,FALSE,data/international_results/results.csv
2008-11-19,Scotland,Argentina,0,1,Friendly,Glasgow,Scotland,FALSE,data/international_results/results.csv
2009-02-11,France,Argentina,0,2,Friendly,Marseille,France,FALSE,data/international_results/results.csv
2009-02-11,Spain,England,2,0,Friendly,Seville,Spain,FALSE,data/international_results/results.csv
2009-03-28,Argentina,Venezuela,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2009-03-28,England,Slovakia,4,0,Friendly,London,England,FALSE,data/international_results/results.csv
2009-04-01,England,Ukraine,2,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2009-04-01,Bolivia,Argentina,6,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
2009-05-20,Argentina,Panama,3,1,Friendly,Santa Fe,Argentina,FALSE,data/international_results/results.csv
2009-06-06,Argentina,Colombia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2009-06-06,Kazakhstan,England,0,4,FIFA World Cup qualification,Almaty,Kazakhstan,FALSE,data/international_results/results.csv
2009-06-10,Ecuador,Argentina,2,0,FIFA World Cup qualification,Quito,Ecuador,FALSE,data/international_results/results.csv
2009-06-10,England,Andorra,6,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2009-08-12,Netherlands,England,2,2,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
2009-08-12,Russia,Argentina,2,3,Friendly,Moscow,Russia,FALSE,data/international_results/results.csv
2009-09-05,Argentina,Brazil,1,3,FIFA World Cup qualification,Rosario,Argentina,FALSE,data/international_results/results.csv
2009-09-05,England,Slovenia,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2009-09-09,England,Croatia,5,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2009-09-09,Paraguay,Argentina,1,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
2009-09-30,Argentina,Ghana,2,0,Friendly,Córdoba,Argentina,FALSE,data/international_results/results.csv
2009-10-10,Argentina,Peru,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2009-10-10,Ukraine,England,1,0,FIFA World Cup qualification,Dnipropetrovs'k,Ukraine,FALSE,data/international_results/results.csv
2009-10-14,England,Belarus,3,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2009-10-14,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
2009-11-14,Brazil,England,1,0,Friendly,Doha,Qatar,TRUE,data/international_results/results.csv
2009-11-14,Spain,Argentina,2,1,Friendly,Madrid,Spain,FALSE,data/international_results/results.csv
2009-12-22,Catalonia,Argentina,4,2,Friendly,Barcelona,Spain,FALSE,data/international_results/results.csv
2010-01-26,Argentina,Costa Rica,3,2,Friendly,San Juan,Argentina,FALSE,data/international_results/results.csv
2010-02-10,Argentina,Jamaica,2,1,Friendly,Mar del Plata,Argentina,FALSE,data/international_results/results.csv
2010-03-03,England,Egypt,3,1,Friendly,London,England,FALSE,data/international_results/results.csv
2010-03-03,Germany,Argentina,0,1,Friendly,Munich,Germany,FALSE,data/international_results/results.csv
2010-05-05,Argentina,Haiti,4,0,Friendly,Cutral Có,Argentina,FALSE,data/international_results/results.csv
2010-05-24,Argentina,Canada,5,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2010-05-24,England,Mexico,3,1,Friendly,London,England,FALSE,data/international_results/results.csv
2010-05-30,Japan,England,1,2,Friendly,Graz,Austria,TRUE,data/international_results/results.csv
2010-06-12,Argentina,Nigeria,1,0,FIFA World Cup,Johannesburg,South Africa,TRUE,data/international_results/results.csv
2010-06-12,England,United States,1,1,FIFA World Cup,Rustenburg,South Africa,TRUE,data/international_results/results.csv
2010-06-17,Argentina,South Korea,4,1,FIFA World Cup,Johannesburg,South Africa,TRUE,data/international_results/results.csv
2010-06-18,England,Algeria,0,0,FIFA World Cup,Cape Town,South Africa,TRUE,data/international_results/results.csv
2010-06-22,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,TRUE,data/international_results/results.csv
2010-06-23,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,TRUE,data/international_results/results.csv
2010-06-27,Argentina,Mexico,3,1,FIFA World Cup,Johannesburg,South Africa,TRUE,data/international_results/results.csv
2010-06-27,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,TRUE,data/international_results/results.csv
2010-07-03,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,TRUE,data/international_results/results.csv
2010-08-11,England,Hungary,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2010-08-11,Republic of Ireland,Argentina,0,1,Friendly,Dublin,Republic of Ireland,FALSE,data/international_results/results.csv
2010-09-03,England,Bulgaria,4,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2010-09-07,Argentina,Spain,4,1,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2010-09-07,Switzerland,England,1,3,UEFA Euro qualification,Basel,Switzerland,FALSE,data/international_results/results.csv
2010-10-08,Japan,Argentina,1,0,Friendly,Saitama,Japan,FALSE,data/international_results/results.csv
2010-10-12,England,Montenegro,0,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2010-11-17,Argentina,Brazil,1,0,Friendly,Doha,Qatar,TRUE,data/international_results/results.csv
2010-11-17,England,France,1,2,Friendly,London,England,FALSE,data/international_results/results.csv
2011-02-09,Argentina,Portugal,2,1,Friendly,Geneva,Switzerland,TRUE,data/international_results/results.csv
2011-02-09,Denmark,England,1,2,Friendly,Copenhagen,Denmark,FALSE,data/international_results/results.csv
2011-03-16,Argentina,Venezuela,4,1,Friendly,San Juan,Argentina,FALSE,data/international_results/results.csv
2011-03-26,United States,Argentina,1,1,Friendly,East Rutherford,United States,FALSE,data/international_results/results.csv
2011-03-26,Wales,England,0,2,UEFA Euro qualification,Cardiff,Wales,FALSE,data/international_results/results.csv
2011-03-29,Costa Rica,Argentina,0,0,Friendly,San José,Costa Rica,FALSE,data/international_results/results.csv
2011-03-29,England,Ghana,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
2011-04-20,Argentina,Ecuador,2,2,Friendly,Mar del Plata,Argentina,FALSE,data/international_results/results.csv
2011-05-25,Argentina,Paraguay,4,2,Friendly,Resistencia,Argentina,FALSE,data/international_results/results.csv
2011-06-01,Nigeria,Argentina,4,1,Friendly,Abuja,Nigeria,FALSE,data/international_results/results.csv
2011-06-04,England,Switzerland,2,2,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2011-06-05,Poland,Argentina,2,1,Friendly,Warsaw,Poland,FALSE,data/international_results/results.csv
2011-06-20,Argentina,Albania,4,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2011-07-01,Argentina,Bolivia,1,1,Copa América,La Plata,Argentina,FALSE,data/international_results/results.csv
2011-07-06,Argentina,Colombia,0,0,Copa América,Santa Fe,Argentina,FALSE,data/international_results/results.csv
2011-07-11,Argentina,Costa Rica,3,0,Copa América,Córdoba,Argentina,FALSE,data/international_results/results.csv
2011-07-16,Argentina,Uruguay,1,1,Copa América,Santa Fe,Argentina,FALSE,data/international_results/results.csv
2011-09-02,Argentina,Venezuela,1,0,Friendly,Calcutta,India,TRUE,data/international_results/results.csv
2011-09-02,Bulgaria,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,FALSE,data/international_results/results.csv
2011-09-06,Argentina,Nigeria,3,1,Friendly,Dhaka,Bangladesh,TRUE,data/international_results/results.csv
2011-09-06,England,Wales,1,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2011-09-14,Argentina,Brazil,0,0,Superclásico de las Américas,Córdoba,Argentina,FALSE,data/international_results/results.csv
2011-09-28,Brazil,Argentina,2,0,Superclásico de las Américas,Belém,Brazil,FALSE,data/international_results/results.csv
2011-10-07,Argentina,Chile,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2011-10-07,Montenegro,England,2,2,UEFA Euro qualification,Podgorica,Montenegro,FALSE,data/international_results/results.csv
2011-10-11,Venezuela,Argentina,1,0,FIFA World Cup qualification,Puerto la Cruz,Venezuela,FALSE,data/international_results/results.csv
2011-11-11,Argentina,Bolivia,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2011-11-12,England,Spain,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2011-11-15,Colombia,Argentina,1,2,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,data/international_results/results.csv
2011-11-15,England,Sweden,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2012-02-29,England,Netherlands,2,3,Friendly,London,England,FALSE,data/international_results/results.csv
2012-02-29,Switzerland,Argentina,1,3,Friendly,Bern,Switzerland,FALSE,data/international_results/results.csv
2012-05-26,Norway,England,0,1,Friendly,Oslo,Norway,FALSE,data/international_results/results.csv
2012-06-02,Argentina,Ecuador,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2012-06-02,England,Belgium,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2012-06-09,Brazil,Argentina,3,4,Friendly,East Rutherford,United States,TRUE,data/international_results/results.csv
2012-06-11,France,England,1,1,UEFA Euro,Donetsk,Ukraine,TRUE,data/international_results/results.csv
2012-06-15,Sweden,England,2,3,UEFA Euro,Kyiv,Ukraine,TRUE,data/international_results/results.csv
2012-06-19,Ukraine,England,0,1,UEFA Euro,Donetsk,Ukraine,FALSE,data/international_results/results.csv
2012-06-24,England,Italy,0,0,UEFA Euro,Kyiv,Ukraine,TRUE,data/international_results/results.csv
2012-08-15,England,Italy,2,1,Friendly,Bern,Switzerland,TRUE,data/international_results/results.csv
2012-08-15,Germany,Argentina,1,3,Friendly,Frankfurt,Germany,FALSE,data/international_results/results.csv
2012-09-07,Argentina,Paraguay,3,1,FIFA World Cup qualification,Córdoba,Argentina,FALSE,data/international_results/results.csv
2012-09-07,Moldova,England,0,5,FIFA World Cup qualification,Chișinău,Moldova,FALSE,data/international_results/results.csv
2012-09-11,England,Ukraine,1,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2012-09-11,Peru,Argentina,1,1,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
2012-09-19,Brazil,Argentina,2,1,Superclásico de las Américas,Goiânia,Brazil,FALSE,data/international_results/results.csv
2012-10-12,Argentina,Uruguay,3,0,FIFA World Cup qualification,Mendoza,Argentina,FALSE,data/international_results/results.csv
2012-10-12,England,San Marino,5,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2012-10-16,Chile,Argentina,1,2,FIFA World Cup qualification,Santiago,Chile,FALSE,data/international_results/results.csv
2012-10-17,Poland,England,1,1,FIFA World Cup qualification,Warsaw,Poland,FALSE,data/international_results/results.csv
2012-11-14,Saudi Arabia,Argentina,0,0,Friendly,Riyadh,Saudi Arabia,FALSE,data/international_results/results.csv
2012-11-14,Sweden,England,4,2,Friendly,Solna,Sweden,FALSE,data/international_results/results.csv
2012-11-21,Argentina,Brazil,2,1,Superclásico de las Américas,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2013-02-06,England,Brazil,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2013-02-06,Sweden,Argentina,2,3,Friendly,Solna,Sweden,FALSE,data/international_results/results.csv
2013-03-22,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2013-03-22,San Marino,England,0,8,FIFA World Cup qualification,Serravalle,San Marino,FALSE,data/international_results/results.csv
2013-03-26,Bolivia,Argentina,1,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
2013-03-26,Montenegro,England,1,1,FIFA World Cup qualification,Podgorica,Montenegro,FALSE,data/international_results/results.csv
2013-05-29,England,Republic of Ireland,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
2013-06-02,Brazil,England,2,2,Friendly,Rio de Janeiro,Brazil,FALSE,data/international_results/results.csv
2013-06-07,Argentina,Colombia,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2013-06-11,Ecuador,Argentina,1,1,FIFA World Cup qualification,Quito,Ecuador,FALSE,data/international_results/results.csv
2013-06-14,Guatemala,Argentina,0,4,Friendly,Guatemala City,Guatemala,FALSE,data/international_results/results.csv
2013-08-14,England,Scotland,3,2,Friendly,London,England,FALSE,data/international_results/results.csv
2013-08-14,Italy,Argentina,1,2,Friendly,Rome,Italy,FALSE,data/international_results/results.csv
2013-09-06,England,Moldova,4,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2013-09-10,Paraguay,Argentina,2,5,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
2013-09-10,Ukraine,England,0,0,FIFA World Cup qualification,Kyiv,Ukraine,FALSE,data/international_results/results.csv
2013-10-11,Argentina,Peru,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2013-10-11,England,Montenegro,4,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2013-10-15,England,Poland,2,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2013-10-15,Uruguay,Argentina,3,2,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
2013-11-15,Argentina,Ecuador,0,0,Friendly,East Rutherford,United States,TRUE,data/international_results/results.csv
2013-11-15,England,Chile,0,2,Friendly,London,England,FALSE,data/international_results/results.csv
2013-11-18,Argentina,Bosnia and Herzegovina,2,0,Friendly,St. Louis,United States,TRUE,data/international_results/results.csv
2013-11-19,England,Germany,0,1,Friendly,London,England,FALSE,data/international_results/results.csv
2014-03-05,England,Denmark,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2014-03-05,Romania,Argentina,0,0,Friendly,Bucharest,Romania,FALSE,data/international_results/results.csv
2014-05-30,England,Peru,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
2014-06-04,Argentina,Trinidad and Tobago,3,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2014-06-04,Ecuador,England,2,2,Friendly,Miami Gardens,United States,TRUE,data/international_results/results.csv
2014-06-07,Argentina,Slovenia,2,0,Friendly,La Plata,Argentina,FALSE,data/international_results/results.csv
2014-06-07,Honduras,England,0,0,Friendly,Miami Gardens,United States,TRUE,data/international_results/results.csv
2014-06-14,England,Italy,1,2,FIFA World Cup,Manaus,Brazil,TRUE,data/international_results/results.csv
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
2014-06-19,Uruguay,England,2,1,FIFA World Cup,São Paulo,Brazil,TRUE,data/international_results/results.csv
2014-06-21,Argentina,Iran,1,0,FIFA World Cup,Belo Horizonte,Brazil,TRUE,data/international_results/results.csv
2014-06-24,Costa Rica,England,0,0,FIFA World Cup,Belo Horizonte,Brazil,TRUE,data/international_results/results.csv
2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,TRUE,data/international_results/results.csv
2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,TRUE,data/international_results/results.csv
2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,TRUE,data/international_results/results.csv
2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,TRUE,data/international_results/results.csv
2014-07-13,Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
2014-09-03,England,Norway,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2014-09-03,Germany,Argentina,2,4,Friendly,Düsseldorf,Germany,FALSE,data/international_results/results.csv
2014-09-08,Switzerland,England,0,2,UEFA Euro qualification,Basel,Switzerland,FALSE,data/international_results/results.csv
2014-10-09,England,San Marino,5,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2014-10-11,Argentina,Brazil,0,2,Superclásico de las Américas,Beijing,China,TRUE,data/international_results/results.csv
2014-10-12,Estonia,England,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE,data/international_results/results.csv
2014-10-14,Hong Kong,Argentina,0,7,Friendly,So Kon Po,Hong Kong,FALSE,data/international_results/results.csv
2014-11-12,Argentina,Croatia,2,1,Friendly,London,England,TRUE,data/international_results/results.csv
2014-11-15,England,Slovenia,3,1,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2014-11-18,Portugal,Argentina,1,0,Friendly,Manchester,England,TRUE,data/international_results/results.csv
2014-11-18,Scotland,England,1,3,Friendly,Glasgow,Scotland,FALSE,data/international_results/results.csv
2015-03-27,England,Lithuania,4,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2015-03-28,Argentina,El Salvador,2,0,Friendly,Summerfield,United States,TRUE,data/international_results/results.csv
2015-03-31,Argentina,Ecuador,2,1,Friendly,East Rutherford,United States,TRUE,data/international_results/results.csv
2015-03-31,Italy,England,1,1,Friendly,Turin,Italy,FALSE,data/international_results/results.csv
2015-06-06,Argentina,Bolivia,5,0,Friendly,San Juan,Argentina,FALSE,data/international_results/results.csv
2015-06-07,Republic of Ireland,England,0,0,Friendly,Dublin,Republic of Ireland,FALSE,data/international_results/results.csv
2015-06-13,Argentina,Paraguay,2,2,Copa América,La Serena,Chile,TRUE,data/international_results/results.csv
2015-06-14,Slovenia,England,2,3,UEFA Euro qualification,Ljubljana,Slovenia,FALSE,data/international_results/results.csv
2015-06-16,Argentina,Uruguay,1,0,Copa América,La Serena,Chile,TRUE,data/international_results/results.csv
2015-06-20,Argentina,Jamaica,1,0,Copa América,Viña del Mar,Chile,TRUE,data/international_results/results.csv
2015-06-26,Argentina,Colombia,0,0,Copa América,Viña del Mar,Chile,TRUE,data/international_results/results.csv
2015-06-30,Argentina,Paraguay,6,1,Copa América,Concepción,Chile,TRUE,data/international_results/results.csv
2015-07-04,Chile,Argentina,0,0,Copa América,Santiago,Chile,FALSE,data/international_results/results.csv
2015-09-05,Argentina,Bolivia,7,0,Friendly,Houston,United States,TRUE,data/international_results/results.csv
2015-09-05,San Marino,England,0,6,UEFA Euro qualification,Serravalle,San Marino,FALSE,data/international_results/results.csv
2015-09-08,England,Switzerland,2,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2015-09-08,Mexico,Argentina,2,2,Friendly,Arlington,United States,TRUE,data/international_results/results.csv
2015-10-08,Argentina,Ecuador,0,2,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2015-10-09,England,Estonia,2,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2015-10-12,Lithuania,England,0,3,UEFA Euro qualification,Vilnius,Lithuania,FALSE,data/international_results/results.csv
2015-10-13,Paraguay,Argentina,0,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
2015-11-13,Argentina,Brazil,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2015-11-13,Spain,England,2,0,Friendly,Alicante,Spain,FALSE,data/international_results/results.csv
2015-11-17,Colombia,Argentina,0,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,data/international_results/results.csv
2015-11-17,England,France,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
2016-03-24,Chile,Argentina,1,2,FIFA World Cup qualification,Santiago,Chile,FALSE,data/international_results/results.csv
2016-03-26,Germany,England,2,3,Friendly,Berlin,Germany,FALSE,data/international_results/results.csv
2016-03-29,Argentina,Bolivia,2,0,FIFA World Cup qualification,Córdoba,Argentina,FALSE,data/international_results/results.csv
2016-03-29,England,Netherlands,1,2,Friendly,London,England,FALSE,data/international_results/results.csv
2016-05-22,England,Turkey,2,1,Friendly,Manchester,England,FALSE,data/international_results/results.csv
2016-05-27,England,Australia,2,1,Friendly,Sunderland,England,FALSE,data/international_results/results.csv
2016-06-02,England,Portugal,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2016-06-06,Argentina,Chile,2,1,Copa América,Santa Clara,United States,TRUE,data/international_results/results.csv
2016-06-10,Argentina,Panama,5,0,Copa América,Chicago,United States,TRUE,data/international_results/results.csv
2016-06-11,England,Russia,1,1,UEFA Euro,Marseille,France,TRUE,data/international_results/results.csv
2016-06-14,Argentina,Bolivia,3,0,Copa América,Seattle,United States,TRUE,data/international_results/results.csv
2016-06-16,England,Wales,2,1,UEFA Euro,Lens,France,TRUE,data/international_results/results.csv
2016-06-18,Argentina,Venezuela,4,1,Copa América,Foxborough,United States,TRUE,data/international_results/results.csv
2016-06-20,Slovakia,England,0,0,UEFA Euro,Saint-Étienne,France,TRUE,data/international_results/results.csv
2016-06-21,United States,Argentina,0,4,Copa América,Houston,United States,FALSE,data/international_results/results.csv
2016-06-26,Argentina,Chile,0,0,Copa América,East Rutherford,United States,TRUE,data/international_results/results.csv
2016-06-27,England,Iceland,1,2,UEFA Euro,Nice,France,TRUE,data/international_results/results.csv
2016-09-01,Argentina,Uruguay,1,0,FIFA World Cup qualification,Mendoza,Argentina,FALSE,data/international_results/results.csv
2016-09-04,Slovakia,England,0,1,FIFA World Cup qualification,Trnava,Slovakia,FALSE,data/international_results/results.csv
2016-09-06,Venezuela,Argentina,2,2,FIFA World Cup qualification,Mérida,Venezuela,FALSE,data/international_results/results.csv
2016-10-06,Peru,Argentina,2,2,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
2016-10-08,England,Malta,2,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2016-10-11,Argentina,Paraguay,0,1,FIFA World Cup qualification,Córdoba,Argentina,FALSE,data/international_results/results.csv
2016-10-11,Slovenia,England,0,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE,data/international_results/results.csv
2016-11-10,Brazil,Argentina,3,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE,data/international_results/results.csv
2016-11-11,England,Scotland,3,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2016-11-15,Argentina,Colombia,3,0,FIFA World Cup qualification,San Juan,Argentina,FALSE,data/international_results/results.csv
2016-11-15,England,Spain,2,2,Friendly,London,England,FALSE,data/international_results/results.csv
2017-03-22,Germany,England,1,0,Friendly,Dortmund,Germany,FALSE,data/international_results/results.csv
2017-03-23,Argentina,Chile,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2017-03-26,England,Lithuania,2,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2017-03-28,Bolivia,Argentina,2,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
2017-06-09,Argentina,Brazil,1,0,Superclásico de las Américas,Melbourne,Australia,TRUE,data/international_results/results.csv
2017-06-10,Scotland,England,2,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE,data/international_results/results.csv
2017-06-13,France,England,3,2,Friendly,Saint-Denis,France,FALSE,data/international_results/results.csv
2017-06-13,Singapore,Argentina,0,6,Friendly,Kallang,Singapore,FALSE,data/international_results/results.csv
2017-08-31,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
2017-09-01,Malta,England,0,4,FIFA World Cup qualification,Attard,Malta,FALSE,data/international_results/results.csv
2017-09-04,England,Slovakia,2,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2017-09-05,Argentina,Venezuela,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2017-10-05,Argentina,Peru,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2017-10-05,England,Slovenia,1,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2017-10-08,Lithuania,England,0,1,FIFA World Cup qualification,Vilnius,Lithuania,FALSE,data/international_results/results.csv
2017-10-10,Ecuador,Argentina,1,3,FIFA World Cup qualification,Quito,Ecuador,FALSE,data/international_results/results.csv
2017-11-10,England,Germany,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
2017-11-11,Russia,Argentina,0,1,Friendly,Moscow,Russia,FALSE,data/international_results/results.csv
2017-11-14,Argentina,Nigeria,2,4,Friendly,Krasnodar,Russia,TRUE,data/international_results/results.csv
2017-11-14,England,Brazil,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
2018-03-23,Italy,Argentina,0,2,Friendly,Manchester,England,TRUE,data/international_results/results.csv
2018-03-23,Netherlands,England,0,1,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
2018-03-27,England,Italy,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
2018-03-27,Spain,Argentina,6,1,Friendly,Madrid,Spain,FALSE,data/international_results/results.csv
